Text,Type
Pradaxa,DRUG
Praluent,DRUG
Pramipexol,DRUG
Pramipexole,DRUG
Pravachol,DRUG
Pregabalin,DRUG
Pravafenix,DRUG
Praxbind,DRUG
Predsol,DRUG
Preterax,DRUG
Prevenar,DRUG
Prezista,DRUG
Preparation,DRUG
Prest,DRUG
Priacin,DRUG
Priadel,DRUG
Prialt,DRUG
Primolut,DRUG
Primovist,DRUG
Primperan,DRUG
Priaxen,DRUG
Priligy,DRUG
Primaquine,DRUG
Procef,DRUG
Cytamen,DRUG
Procardin,DRUG
Cyramza,DRUG
Cyproterone,DRUG
Cymex,DRUG
Priorix,DRUG
Privigen,DRUG
Cytarabine,DRUG
Probenecid,DRUG
Prograf,DRUG
Lemoxol,DRUG
Daktarin,DRUG
Lekap,DRUG
Procure,DRUG
Daktacort,DRUG
Legofer,DRUG
Daflon,DRUG
Dacogen,DRUG
Leflunomide,DRUG
Dacarbazin,DRUG
Leflon,DRUG
Ledronin,DRUG
Procoralan,DRUG
Dalacin,DRUG
Procto,DRUG
Proctosedyl,DRUG
Propantheline,DRUG
Propecia,DRUG
Propofol,DRUG
Dantrium,DRUG
Letrozolo,DRUG
Dalmevin,DRUG
Letrozole,DRUG
Daliresp,DRUG
Lescol,DRUG
Leponex,DRUG
Lemtrada,DRUG
Prolia,DRUG
Prolutex,DRUG
Promethazine,DRUG
Propafenone,DRUG
Dareq,DRUG
Levetiracetam,DRUG
Levemir,DRUG
Dapril,DRUG
Levact,DRUG
Leuprol,DRUG
Daonil,DRUG
Deep,DRUG
Decadron,DRUG
Deanxit,DRUG
Datscan,DRUG
Dasselta,DRUG
Darzalex,DRUG
Deltacef,DRUG
Levitra,DRUG
Delipost,DRUG
Levide,DRUG
Dehydrocortison,DRUG
Deferoxamine,DRUG
Demolox,DRUG
Levofloxacin,DRUG
Salofalk,DRUG
Depakine,DRUG
Dentocaine,DRUG
Dentinox,DRUG
Denex,DRUG
Denazox,DRUG
Sagilia,DRUG
Salamol,DRUG
Salbutamol,DRUG
Sandimmun,DRUG
Dermovate,DRUG
Derm,DRUG
Deprim,DRUG
Depon,DRUG
Salurex,DRUG
Depocyte,DRUG
Salospir,DRUG
Saprax,DRUG
Sartovan,DRUG
Descovy,DRUG
Sandostatin,DRUG
Saocin,DRUG
Savene,DRUG
Saxenda,DRUG
Sebivo,DRUG
Merozan,DRUG
Meropenem,DRUG
Meropan,DRUG
Meronem,DRUG
Aurimel,DRUG
Avamys,DRUG
Avastin,DRUG
Avaxim,DRUG
Seizal,DRUG
Mersinol,DRUG
Avelox,DRUG
Avernol,DRUG
Sedalor,DRUG
Sedistress,DRUG
Avodart,DRUG
Avomine,DRUG
Seebri,DRUG
Avonex,DRUG
Selectol,DRUG
Selegos,DRUG
Selemycin,DRUG
Methotrexate,DRUG
Methergine,DRUG
Metforal,DRUG
Metastron,DRUG
Metalyse,DRUG
Meta,DRUG
Avotrin,DRUG
Axetine,DRUG
Selex,DRUG
Selincro,DRUG
Senna,DRUG
Sensibio,DRUG
Sentoba,DRUG
Methycobal,DRUG
Azarga,DRUG
Azepium,DRUG
Azeptil,DRUG
Septobore,DRUG
Seretide,DRUG
Serevent,DRUG
Seropram,DRUG
Metoclopramide,DRUG
Methylthioninium,DRUG
Methylprednisolone,DRUG
Methylphenidate,DRUG
Methylergometrin,DRUG
Azilect,DRUG
Azipron,DRUG
Azithran,DRUG
Azopt,DRUG
Methyldopa,DRUG
Azyter,DRUG
Bacanero,DRUG
Septanest,DRUG
Septax,DRUG
Seroquel,DRUG
Seroxat,DRUG
Sevelamer,DRUG
Seven,DRUG
Sevoflurane,DRUG
Sevorane,DRUG
Micardis,DRUG
Mianserin,DRUG
Mezavant,DRUG
Metronidazole,DRUG
Miflonide,DRUG
Midrid,DRUG
Midazolam,DRUG
Micolette,DRUG
Sevredol,DRUG
Mimpara,DRUG
Milorex,DRUG
Mirapexin,DRUG
Minirin,DRUG
Minaxen,DRUG
Migril,DRUG
Miraton,DRUG
Levosynt,DRUG
Levomed,DRUG
Levoxacin,DRUG
Levoxa,DRUG
Lexotanil,DRUG
Lexilium,DRUG
Lexavon,DRUG
Lexacin,DRUG
Lidocaine,DRUG
Licoften,DRUG
Librax,DRUG
Lincomed,DRUG
Lidoject,DRUG
Devodil,DRUG
Lipitor,DRUG
Detrusitol,DRUG
Lipidil,DRUG
Desloratadine,DRUG
Lioton,DRUG
Desferal,DRUG
Linezolida,DRUG
Linezolid,DRUG
Dexalocal,DRUG
Dexa,DRUG
Dexafree,DRUG
Dexamed,DRUG
Liptruzet,DRUG
Lipren,DRUG
Lipofor,DRUG
Dexamytrex,DRUG
Dexamethasone,DRUG
Livial,DRUG
Litak,DRUG
Locres,DRUG
Dexdor,DRUG
Locorten,DRUG
Locoid,DRUG
Dexaton,DRUG
Loceryl,DRUG
Lobivon,DRUG
Dexasalyl,DRUG
Dextrose,DRUG
Logimax,DRUG
Lofoto,DRUG
Diamicron,DRUG
Loperium,DRUG
Loperamide,DRUG
Lonsurf,DRUG
Lonarid,DRUG
Lomir,DRUG
Lomexin,DRUG
Diacol,DRUG
Diclac,DRUG
Lorytec,DRUG
Lorivan,DRUG
Lorans,DRUG
Dicetel,DRUG
Diazepam,DRUG
Lopexal,DRUG
Diazem,DRUG
Difene,DRUG
Didralin,DRUG
Dicynone,DRUG
Dicloduo,DRUG
Diclair,DRUG
Losar,DRUG
Losadrac,DRUG
Diovan,DRUG
Dioralyte,DRUG
Dilzem,DRUG
Siklos,DRUG
Sildenafil,DRUG
Dilapan,DRUG
Digoxin,DRUG
Dificlir,DRUG
Difflam,DRUG
Siccaprotect,DRUG
Signifor,DRUG
Ditropan,DRUG
Dispersible,DRUG
Disodium,DRUG
Diprivan,DRUG
Dipeptiven,DRUG
Simdax,DRUG
Simponi,DRUG
Simbrinza,DRUG
Dobutamine,DRUG
Dividol,DRUG
Divare,DRUG
Silgard,DRUG
Sinemet,DRUG
Singodem,DRUG
Mixtard,DRUG
Mitomycin,DRUG
Mirvaso,DRUG
Mirtazapine,DRUG
Mirena,DRUG
Simulect,DRUG
Simva,DRUG
Sinecod,DRUG
Siranalen,DRUG
Monoprost,DRUG
Monoclox,DRUG
Molaxole,DRUG
Moduretic,DRUG
Modulair,DRUG
Modiodal,DRUG
Singulair,DRUG
Sitalom,DRUG
Montelukast,DRUG
Montelair,DRUG
Monosordil,DRUG
Monorem,DRUG
Sirodrol,DRUG
Sirturo,DRUG
Smofkabiven,DRUG
Morphgesic,DRUG
Montol,DRUG
Skinoren,DRUG
Smoflipid,DRUG
Snip,DRUG
Sodium,DRUG
Movatec,DRUG
Motilium,DRUG
Morphine,DRUG
Moxarin,DRUG
Movithiol,DRUG
Bactrimel,DRUG
Bactroban,DRUG
Movesan,DRUG
Balance,DRUG
Moventig,DRUG
Moxiclav,DRUG
Moxen,DRUG
Moxifloxacin,DRUG
Baraclude,DRUG
Batrafen,DRUG
Beclazone,DRUG
Begalin,DRUG
Moxilen,DRUG
Bekunis,DRUG
Belarmin,DRUG
Bemfola,DRUG
Bendamustin,DRUG
Tiapridal,DRUG
Ticevis,DRUG
Tienam,DRUG
Benefix,DRUG
Benepali,DRUG
Benlysta,DRUG
Tivel,DRUG
Tivicay,DRUG
Tobi,DRUG
Timolol,DRUG
Tinirem,DRUG
Tinoprost,DRUG
Tirabicin,DRUG
Tobrex,DRUG
Tolterana,DRUG
Tolterodine,DRUG
Tolura,DRUG
Tobradex,DRUG
Tobramycin,DRUG
Tomel,DRUG
Tonpular,DRUG
Topamax,DRUG
Topistin,DRUG
Topotecan,DRUG
Toprisan,DRUG
Toramat,DRUG
Torvacard,DRUG
Tosadex,DRUG
Tostran,DRUG
Torisel,DRUG
Toviaz,DRUG
Tracrium,DRUG
Tractocile,DRUG
Toujeo,DRUG
Tovetol,DRUG
Trandate,DRUG
Tranexamic,DRUG
Tranxene,DRUG
Travatan,DRUG
Trajenta,DRUG
Tramadex,DRUG
Losartan,DRUG
Losathina,DRUG
Trazodone,DRUG
Travelgum,DRUG
Travocort,DRUG
Travogen,DRUG
Lovarem,DRUG
Lotemax,DRUG
Losec,DRUG
Lucidel,DRUG
Lucentis,DRUG
Lovasynt,DRUG
Docetaxel,DRUG
Lumaren,DRUG
Doloproct,DRUG
Dolenio,DRUG
Lyberen,DRUG
Luveris,DRUG
Donepezil,DRUG
Lyrica,DRUG
Lynparza,DRUG
Donarthril,DRUG
Lyclear,DRUG
Lyxumia,DRUG
Lysodren,DRUG
Dormicum,DRUG
Mabron,DRUG
Doralin,DRUG
Dopamine,DRUG
Maalox,DRUG
Dopamet,DRUG
Dostinex,DRUG
Dorzon,DRUG
Dorolad,DRUG
Magnevist,DRUG
Doxi,DRUG
Magnesia,DRUG
Doxat,DRUG
Macugen,DRUG
Dovobet,DRUG
Macrodantin,DRUG
Dotiz,DRUG
Macorel,DRUG
Dotarem,DRUG
Mabthera,DRUG
Doxural,DRUG
Doxiproct,DRUG
Magnesium,DRUG
Drytec,DRUG
Maltofer,DRUG
Magurol,DRUG
Droll,DRUG
Drill,DRUG
Magrilan,DRUG
Duokopt,DRUG
Mantomed,DRUG
Duodopa,DRUG
Dumozol,DRUG
Dulsana,DRUG
Mannitol,DRUG
Dulcolax,DRUG
Duinum,DRUG
Duodart,DRUG
Durogesic,DRUG
Duramox,DRUG
Matever,DRUG
Duphaston,DRUG
Marixino,DRUG
Duphalac,DRUG
Duotrav,DRUG
Duoplavin,DRUG
Ebixa,DRUG
Ebastel,DRUG
Dysport,DRUG
Dynastat,DRUG
Dymista,DRUG
Duspatalin,DRUG
Efaxine,DRUG
Efavirenz,DRUG
Solpadeine,DRUG
Soluble,DRUG
Edurant,DRUG
Edecol,DRUG
Edamox,DRUG
Ecalta,DRUG
Solian,DRUG
Solifenacin,DRUG
Solmucol,DRUG
Sonovue,DRUG
Somatuline,DRUG
Efexor,DRUG
Solu,DRUG
Soludamin,DRUG
Soluvit,DRUG
Spedra,DRUG
Mucofalk,DRUG
Mucobroxol,DRUG
Spasverin,DRUG
Mozobil,DRUG
Soolantra,DRUG
Sopa,DRUG
Sotalol,DRUG
Benylin,DRUG
Sotax,DRUG
Mucocold,DRUG
Sotilen,DRUG
Benzamycin,DRUG
Sovaldi,DRUG
Spiriva,DRUG
Spiro,DRUG
Mundisal,DRUG
Multibic,DRUG
Multaq,DRUG
Mucosolvan,DRUG
Benzhexol,DRUG
Berinert,DRUG
Bermoxel,DRUG
Berovent,DRUG
Betac,DRUG
Spersadex,DRUG
Spinraza,DRUG
Betacort,DRUG
Spiolto,DRUG
Sprycel,DRUG
